iter	Logloss
268	0.002890285275
269	0.002890285275
270	0.002890285275
271	0.002890285275
272	0.002890285275
273	0.002890285275
274	0.002890285275
275	0.002890285275
276	0.002890285275
277	0.002890285275
278	0.002890285275
279	0.002890285275
280	0.002890285275
281	0.002890285275
282	0.002890285275
283	0.002890285275
284	0.002890285275
285	0.002890285275
286	0.002890285275
287	0.002890285275
288	0.002890285275
289	0.002890285275
290	0.002890285275
291	0.002890285275
292	0.002890285275
293	0.002890285275
294	0.002890285275
295	0.002890285275
296	0.002890285275
297	0.002890285275
298	0.002890285275
299	0.002890285275
300	0.002890285275
301	0.002890285275
302	0.002890285275
303	0.002890285275
304	0.002890285275
305	0.002890285275
306	0.002890285275
307	0.002890285275
308	0.002890285275
309	0.002890285275
310	0.002890285275
311	0.002890285275
312	0.002890285275
313	0.002890285275
314	0.002890285275
315	0.002890285275
316	0.002890285275
317	0.002890285275
318	0.002890285275
319	0.002890285275
320	0.002890285275
321	0.002890285275
322	0.002890285275
323	0.002890285275
324	0.002890285275
325	0.002890285275
326	0.002890285275
327	0.002890285275
328	0.002890285275
329	0.002890285275
330	0.002890285275
331	0.002890285275
332	0.002890285275
333	0.002890285275
334	0.002890285275
335	0.002890285275
336	0.002890285275
337	0.002890285275
338	0.002890285275
339	0.002890285275
340	0.002890285275
341	0.002890285275
342	0.002890285275
343	0.002890285275
344	0.002890285275
345	0.002890285275
346	0.002890285275
347	0.002890285275
348	0.002890285275
349	0.002890285275
350	0.002890285275
351	0.002890285275
352	0.002890285275
353	0.002890285275
354	0.002890285275
355	0.002890285275
356	0.002890285275
357	0.002890285275
358	0.002890285275
359	0.002890285275
360	0.002890285275
361	0.002890285275
362	0.002890285275
363	0.002890285275
364	0.002890285275
365	0.002890285275
366	0.002890285275
367	0.002890285275
368	0.002890285275
369	0.002890285275
370	0.002890285275
371	0.002890285275
372	0.002890285275
373	0.002890285275
374	0.002890285275
375	0.002890285275
376	0.002890285275
377	0.002890285275
378	0.002890285275
379	0.002890285275
380	0.002890285275
381	0.002890285275
382	0.002890285275
383	0.002890285275
384	0.002890285275
385	0.002890285275
386	0.002890285275
387	0.002890285275
388	0.002890285275
389	0.002890285275
390	0.002890285275
391	0.002890285275
392	0.002890285275
393	0.002890285275
394	0.002890285275
395	0.002890285275
396	0.002890285275
397	0.002890285275
398	0.002890285275
399	0.002890285275
400	0.002890285275
401	0.002890285275
402	0.002890285275
403	0.002890285275
404	0.002890285275
405	0.002890285275
406	0.002890285275
407	0.002890285275
408	0.002890285275
409	0.002890285275
410	0.002890285275
411	0.002890285275
412	0.002890285275
413	0.002890285275
414	0.002890285275
415	0.002890285275
416	0.002890285275
417	0.002890285275
418	0.002890285275
419	0.002890285275
420	0.002890285275
421	0.002890285275
422	0.002890285275
423	0.002890285275
424	0.002890285275
425	0.002890285275
426	0.002890285275
427	0.002890285275
428	0.002890285275
429	0.002890285275
430	0.002890285275
431	0.002890285275
432	0.002890285275
433	0.002890285275
434	0.002890285275
435	0.002890285275
436	0.002890285275
437	0.002890285275
438	0.002890285275
439	0.002890285275
440	0.002890285275
441	0.002890285275
442	0.002890285275
443	0.002890285275
444	0.002890285275
445	0.002890285275
446	0.002890285275
447	0.002890285275
448	0.002890285275
449	0.002890285275
450	0.002890285275
451	0.002890285275
452	0.002890285275
453	0.002890285275
454	0.002890285275
455	0.002890285275
456	0.002890285275
457	0.002890285275
458	0.002890285275
459	0.002890285275
460	0.002890285275
461	0.002890285275
462	0.002890285275
463	0.002890285275
464	0.002890285275
465	0.002890285275
466	0.002890285275
467	0.002890285275
468	0.002890285275
469	0.002890285275
470	0.002890285275
471	0.002890285275
472	0.002890285275
473	0.002890285275
474	0.002890285275
475	0.002890285275
476	0.002890285275
477	0.002890285275
478	0.002890285275
479	0.002890285275
480	0.002890285275
481	0.002890285275
482	0.002890285275
483	0.002890285275
484	0.002890285275
485	0.002890285275
486	0.002890285275
487	0.002890285275
488	0.002890285275
489	0.002890285275
490	0.002890285275
491	0.002890285275
492	0.002890285275
493	0.002890285275
494	0.002890285275
495	0.002890285275
496	0.002890285275
497	0.002890285275
498	0.002890285275
499	0.002890285275
